Time,Susceptible,Infected,Recovered
199.5000,0.595813,0.006665,0.397522
199.6000,0.595950,0.006660,0.397390
199.7000,0.596087,0.006655,0.397258
199.8000,0.596224,0.006650,0.397126
199.9000,0.596361,0.006645,0.396994
200.0000,0.596498,0.006640,0.396862
200.1000,0.596635,0.006635,0.396730
200.2000,0.596772,0.006630,0.396598
200.3000,0.596909,0.006625,0.396466
200.4000,0.597046,0.006620,0.396334
200.5000,0.597183,0.006615,0.396202
200.6000,0.597320,0.006610,0.396070
200.7000,0.597457,0.006605,0.395938
200.8000,0.597594,0.006600,0.395806
200.9000,0.597731,0.006596,0.395674
201.0000,0.597867,0.006591,0.395542
201.1000,0.598004,0.006586,0.395410
201.2000,0.598141,0.006581,0.395278
201.3000,0.598277,0.006576,0.395146
201.4000,0.598414,0.006572,0.395015
201.5000,0.598550,0.006567,0.394883
201.6000,0.598687,0.006562,0.394751
201.7000,0.598823,0.006557,0.394619
201.8000,0.598960,0.006553,0.394488
201.9000,0.599096,0.006548,0.394356
202.0000,0.599233,0.006543,0.394224
202.1000,0.599369,0.006539,0.394092
202.2000,0.599505,0.006534,0.393961
202.3000,0.599642,0.006529,0.393829
202.4000,0.599778,0.006525,0.393698
202.5000,0.599914,0.006520,0.393566
202.6000,0.600050,0.006516,0.393434
202.7000,0.600186,0.006511,0.393303
202.8000,0.600322,0.006506,0.393171
202.9000,0.600458,0.006502,0.393040
203.0000,0.600594,0.006497,0.392908
203.1000,0.600730,0.006493,0.392777
203.2000,0.600866,0.006488,0.392645
203.3000,0.601002,0.006484,0.392514
203.4000,0.601138,0.006480,0.392382
203.5000,0.601274,0.006475,0.392251
203.6000,0.601410,0.006471,0.392120
203.7000,0.601545,0.006466,0.391988
203.8000,0.601681,0.006462,0.391857
203.9000,0.601817,0.006458,0.391726
204.0000,0.601952,0.006453,0.391594
204.1000,0.602088,0.006449,0.391463
204.2000,0.602223,0.006445,0.391332
204.3000,0.602359,0.006440,0.391201
204.4000,0.602494,0.006436,0.391069
204.5000,0.602630,0.006432,0.390938
204.6000,0.602765,0.006428,0.390807
204.7000,0.602901,0.006423,0.390676
204.8000,0.603036,0.006419,0.390545
204.9000,0.603171,0.006415,0.390414
205.0000,0.603306,0.006411,0.390283
205.1000,0.603442,0.006407,0.390152
205.2000,0.603577,0.006402,0.390021
205.3000,0.603712,0.006398,0.389890
205.4000,0.603847,0.006394,0.389759
205.5000,0.603982,0.006390,0.389628
205.6000,0.604117,0.006386,0.389497
205.7000,0.604252,0.006382,0.389366
205.8000,0.604387,0.006378,0.389235
205.9000,0.604522,0.006374,0.389104
206.0000,0.604657,0.006370,0.388974
206.1000,0.604791,0.006366,0.388843
206.2000,0.604926,0.006362,0.388712
206.3000,0.605061,0.006358,0.388581
206.4000,0.605195,0.006354,0.388451
206.5000,0.605330,0.006350,0.388320
206.6000,0.605465,0.006346,0.388189
206.7000,0.605599,0.006342,0.388059
206.8000,0.605734,0.006338,0.387928
206.9000,0.605868,0.006334,0.387797
207.0000,0.606003,0.006331,0.387667
207.1000,0.606137,0.006327,0.387536
207.2000,0.606271,0.006323,0.387406
207.3000,0.606406,0.006319,0.387275
207.4000,0.606540,0.006315,0.387145
207.5000,0.606674,0.006312,0.387014
207.6000,0.606808,0.006308,0.386884
207.7000,0.606942,0.006304,0.386754
207.8000,0.607076,0.006300,0.386623
207.9000,0.607210,0.006297,0.386493
208.0000,0.607344,0.006293,0.386363
208.1000,0.607478,0.006289,0.386233
208.2000,0.607612,0.006286,0.386102
208.3000,0.607746,0.006282,0.385972
208.4000,0.607880,0.006278,0.385842
208.5000,0.608014,0.006275,0.385712
208.6000,0.608147,0.006271,0.385582
208.7000,0.608281,0.006267,0.385452
208.8000,0.608415,0.006264,0.385322
208.9000,0.608548,0.006260,0.385192
209.0000,0.608682,0.006257,0.385062
209.1000,0.608815,0.006253,0.384932
209.2000,0.608949,0.006250,0.384802
209.3000,0.609082,0.006246,0.384672
209.4000,0.609215,0.006243,0.384542
209.5000,0.609349,0.006239,0.384412
209.6000,0.609482,0.006236,0.384282
209.7000,0.609615,0.006232,0.384152
209.8000,0.609749,0.006229,0.384023
209.9000,0.609882,0.006225,0.383893
210.0000,0.610015,0.006222,0.383763
210.1000,0.610148,0.006219,0.383634
210.2000,0.610281,0.006215,0.383504
210.3000,0.610414,0.006212,0.383374
210.4000,0.610547,0.006209,0.383245
210.5000,0.610680,0.006205,0.383115
210.6000,0.610812,0.006202,0.382986
210.7000,0.610945,0.006199,0.382856
210.8000,0.611078,0.006195,0.382727
210.9000,0.611211,0.006192,0.382597
211.0000,0.611343,0.006189,0.382468
211.1000,0.611476,0.006185,0.382339
211.2000,0.611608,0.006182,0.382209
211.3000,0.611741,0.006179,0.382080
211.4000,0.611873,0.006176,0.381951
211.5000,0.612006,0.006173,0.381822
211.6000,0.612138,0.006169,0.381692
211.7000,0.612270,0.006166,0.381563
211.8000,0.612403,0.006163,0.381434
211.9000,0.612535,0.006160,0.381305
212.0000,0.612667,0.006157,0.381176
212.1000,0.612799,0.006154,0.381047
212.2000,0.612931,0.006151,0.380918
212.3000,0.613063,0.006148,0.380789
212.4000,0.613195,0.006145,0.380660
212.5000,0.613327,0.006142,0.380531
212.6000,0.613459,0.006139,0.380402
212.7000,0.613591,0.006136,0.380274
212.8000,0.613723,0.006133,0.380145
212.9000,0.613854,0.006130,0.380016
213.0000,0.613986,0.006127,0.379887
213.1000,0.614118,0.006124,0.379759
213.2000,0.614249,0.006121,0.379630
213.3000,0.614381,0.006118,0.379501
213.4000,0.614512,0.006115,0.379373
213.5000,0.614644,0.006112,0.379244
213.6000,0.614775,0.006109,0.379116
213.7000,0.614906,0.006106,0.378987
213.8000,0.615038,0.006103,0.378859
213.9000,0.615169,0.006100,0.378731
214.0000,0.615300,0.006098,0.378602
214.1000,0.615431,0.006095,0.378474
214.2000,0.615562,0.006092,0.378346
214.3000,0.615694,0.006089,0.378217
214.4000,0.615825,0.006086,0.378089
214.5000,0.615955,0.006084,0.377961
214.6000,0.616086,0.006081,0.377833
214.7000,0.616217,0.006078,0.377705
214.8000,0.616348,0.006075,0.377577
214.9000,0.616479,0.006073,0.377449
215.0000,0.616609,0.006070,0.377321
215.1000,0.616740,0.006067,0.377193
215.2000,0.616871,0.006065,0.377065
215.3000,0.617001,0.006062,0.376937
215.4000,0.617132,0.006059,0.376809
215.5000,0.617262,0.006057,0.376681
215.6000,0.617393,0.006054,0.376553
215.7000,0.617523,0.006051,0.376426
215.8000,0.617653,0.006049,0.376298
215.9000,0.617783,0.006046,0.376170
216.0000,0.617914,0.006044,0.376043
216.1000,0.618044,0.006041,0.375915
216.2000,0.618174,0.006039,0.375788
216.3000,0.618304,0.006036,0.375660
216.4000,0.618434,0.006034,0.375533
216.5000,0.618564,0.006031,0.375405
216.6000,0.618694,0.006029,0.375278
216.7000,0.618824,0.006026,0.375150
216.8000,0.618953,0.006024,0.375023
216.9000,0.619083,0.006021,0.374896
217.0000,0.619213,0.006019,0.374769
217.1000,0.619342,0.006016,0.374641
217.2000,0.619472,0.006014,0.374514
217.3000,0.619601,0.006012,0.374387
217.4000,0.619731,0.006009,0.374260
217.5000,0.619860,0.006007,0.374133
217.6000,0.619990,0.006004,0.374006
217.7000,0.620119,0.006002,0.373879
217.8000,0.620248,0.006000,0.373752
217.9000,0.620377,0.005997,0.373625
218.0000,0.620506,0.005995,0.373498
218.1000,0.620636,0.005993,0.373372
218.2000,0.620765,0.005991,0.373245
218.3000,0.620894,0.005988,0.373118
218.4000,0.621022,0.005986,0.372991
218.5000,0.621151,0.005984,0.372865
218.6000,0.621280,0.005982,0.372738
218.7000,0.621409,0.005979,0.372612
218.8000,0.621538,0.005977,0.372485
218.9000,0.621666,0.005975,0.372359
219.0000,0.621795,0.005973,0.372232
219.1000,0.621923,0.005971,0.372106
219.2000,0.622052,0.005969,0.371979
219.3000,0.622180,0.005966,0.371853
219.4000,0.622309,0.005964,0.371727
219.5000,0.622437,0.005962,0.371601
219.6000,0.622565,0.005960,0.371475
219.7000,0.622694,0.005958,0.371348
219.8000,0.622822,0.005956,0.371222
219.9000,0.622950,0.005954,0.371096
220.0000,0.623078,0.005952,0.370970
220.1000,0.623206,0.005950,0.370844
220.2000,0.623334,0.005948,0.370718
220.3000,0.623462,0.005946,0.370592
220.4000,0.623590,0.005944,0.370467
220.5000,0.623717,0.005942,0.370341
220.6000,0.623845,0.005940,0.370215
220.7000,0.623973,0.005938,0.370089
220.8000,0.624100,0.005936,0.369964
220.9000,0.624228,0.005934,0.369838
221.0000,0.624356,0.005932,0.369712
221.1000,0.624483,0.005930,0.369587
221.2000,0.624610,0.005928,0.369461
221.3000,0.624738,0.005926,0.369336
221.4000,0.624865,0.005924,0.369211
221.5000,0.624992,0.005923,0.369085
221.6000,0.625119,0.005921,0.368960
221.7000,0.625247,0.005919,0.368835
221.8000,0.625374,0.005917,0.368709
221.9000,0.625501,0.005915,0.368584
222.0000,0.625628,0.005913,0.368459
222.1000,0.625754,0.005912,0.368334
222.2000,0.625881,0.005910,0.368209
222.3000,0.626008,0.005908,0.368084
222.4000,0.626135,0.005906,0.367959
222.5000,0.626261,0.005905,0.367834
222.6000,0.626388,0.005903,0.367709
222.7000,0.626515,0.005901,0.367584
222.8000,0.626641,0.005899,0.367460
222.9000,0.626767,0.005898,0.367335
223.0000,0.626894,0.005896,0.367210
223.1000,0.627020,0.005894,0.367086
223.2000,0.627146,0.005893,0.366961
223.3000,0.627273,0.005891,0.366836
223.4000,0.627399,0.005889,0.366712
223.5000,0.627525,0.005888,0.366587
223.6000,0.627651,0.005886,0.366463
223.7000,0.627777,0.005885,0.366339
223.8000,0.627903,0.005883,0.366214
223.9000,0.628029,0.005881,0.366090
224.0000,0.628154,0.005880,0.365966
224.1000,0.628280,0.005878,0.365842
224.2000,0.628406,0.005877,0.365717
224.3000,0.628531,0.005875,0.365593
224.4000,0.628657,0.005874,0.365469
224.5000,0.628782,0.005872,0.365345
224.6000,0.628908,0.005871,0.365221
224.7000,0.629033,0.005869,0.365097
224.8000,0.629159,0.005868,0.364974
224.9000,0.629284,0.005866,0.364850
225.0000,0.629409,0.005865,0.364726
225.1000,0.629534,0.005863,0.364602
225.2000,0.629659,0.005862,0.364479
225.3000,0.629784,0.005861,0.364355
225.4000,0.629909,0.005859,0.364231
225.5000,0.630034,0.005858,0.364108
225.6000,0.630159,0.005856,0.363984
225.7000,0.630284,0.005855,0.363861
225.8000,0.630409,0.005854,0.363738
225.9000,0.630533,0.005852,0.363614
226.0000,0.630658,0.005851,0.363491
226.1000,0.630782,0.005850,0.363368
226.2000,0.630907,0.005848,0.363245
226.3000,0.631031,0.005847,0.363121
226.4000,0.631156,0.005846,0.362998
226.5000,0.631280,0.005845,0.362875
226.6000,0.631404,0.005843,0.362752
226.7000,0.631528,0.005842,0.362629
226.8000,0.631653,0.005841,0.362507
226.9000,0.631777,0.005840,0.362384
227.0000,0.631901,0.005838,0.362261
227.1000,0.632025,0.005837,0.362138
227.2000,0.632148,0.005836,0.362015
227.3000,0.632272,0.005835,0.361893
227.4000,0.632396,0.005834,0.361770
227.5000,0.632520,0.005833,0.361648
227.6000,0.632643,0.005831,0.361525
227.7000,0.632767,0.005830,0.361403
227.8000,0.632890,0.005829,0.361280
227.9000,0.633014,0.005828,0.361158
228.0000,0.633137,0.005827,0.361036
228.1000,0.633261,0.005826,0.360913
228.2000,0.633384,0.005825,0.360791
228.3000,0.633507,0.005824,0.360669
228.4000,0.633630,0.005823,0.360547
228.5000,0.633753,0.005822,0.360425
228.6000,0.633876,0.005821,0.360303
228.7000,0.633999,0.005820,0.360181
228.8000,0.634122,0.005819,0.360059
228.9000,0.634245,0.005818,0.359937
229.0000,0.634368,0.005817,0.359815
229.1000,0.634491,0.005816,0.359694
229.2000,0.634613,0.005815,0.359572
229.3000,0.634736,0.005814,0.359450
229.4000,0.634858,0.005813,0.359329
229.5000,0.634981,0.005812,0.359207
229.6000,0.635103,0.005811,0.359086
229.7000,0.635226,0.005810,0.358964
229.8000,0.635348,0.005809,0.358843
229.9000,0.635470,0.005808,0.358722
230.0000,0.635592,0.005807,0.358600
230.1000,0.635714,0.005807,0.358479
230.2000,0.635836,0.005806,0.358358
230.3000,0.635958,0.005805,0.358237
230.4000,0.636080,0.005804,0.358116
230.5000,0.636202,0.005803,0.357995
230.6000,0.636324,0.005802,0.357874
230.7000,0.636446,0.005802,0.357753
230.8000,0.636567,0.005801,0.357632
230.9000,0.636689,0.005800,0.357511
231.0000,0.636810,0.005799,0.357390
231.1000,0.636932,0.005799,0.357270
231.2000,0.637053,0.005798,0.357149
231.3000,0.637174,0.005797,0.357029
231.4000,0.637296,0.005796,0.356908
231.5000,0.637417,0.005796,0.356787
231.6000,0.637538,0.005795,0.356667
231.7000,0.637659,0.005794,0.356547
231.8000,0.637780,0.005794,0.356426
231.9000,0.637901,0.005793,0.356306
232.0000,0.638022,0.005792,0.356186
232.1000,0.638143,0.005792,0.356066
232.2000,0.638263,0.005791,0.355946
232.3000,0.638384,0.005790,0.355825
232.4000,0.638505,0.005790,0.355705
232.5000,0.638625,0.005789,0.355586
232.6000,0.638746,0.005789,0.355466
232.7000,0.638866,0.005788,0.355346
232.8000,0.638987,0.005787,0.355226
232.9000,0.639107,0.005787,0.355106
233.0000,0.639227,0.005786,0.354987
233.1000,0.639347,0.005786,0.354867
233.2000,0.639467,0.005785,0.354747
233.3000,0.639587,0.005785,0.354628
233.4000,0.639707,0.005784,0.354508
233.5000,0.639827,0.005784,0.354389
233.6000,0.639947,0.005783,0.354270
233.7000,0.640067,0.005783,0.354150
233.8000,0.640187,0.005782,0.354031
233.9000,0.640306,0.005782,0.353912
234.0000,0.640426,0.005782,0.353793
234.1000,0.640545,0.005781,0.353674
234.2000,0.640665,0.005781,0.353555
234.3000,0.640784,0.005780,0.353436
234.4000,0.640903,0.005780,0.353317
234.5000,0.641023,0.005780,0.353198
234.6000,0.641142,0.005779,0.353079
234.7000,0.641261,0.005779,0.352960
234.8000,0.641380,0.005778,0.352842
234.9000,0.641499,0.005778,0.352723
235.0000,0.641618,0.005778,0.352604
235.1000,0.641737,0.005777,0.352486
235.2000,0.641855,0.005777,0.352367
235.3000,0.641974,0.005777,0.352249
235.4000,0.642093,0.005777,0.352131
235.5000,0.642211,0.005776,0.352012
235.6000,0.642330,0.005776,0.351894
235.7000,0.642448,0.005776,0.351776
235.8000,0.642567,0.005776,0.351658
235.9000,0.642685,0.005775,0.351540
236.0000,0.642803,0.005775,0.351422
236.1000,0.642921,0.005775,0.351304
236.2000,0.643040,0.005775,0.351186
236.3000,0.643158,0.005774,0.351068
236.4000,0.643276,0.005774,0.350950
236.5000,0.643393,0.005774,0.350832
236.6000,0.643511,0.005774,0.350715
236.7000,0.643629,0.005774,0.350597
236.8000,0.643747,0.005774,0.350480
236.9000,0.643864,0.005774,0.350362
237.0000,0.643982,0.005773,0.350245
237.1000,0.644099,0.005773,0.350127
237.2000,0.644217,0.005773,0.350010
237.3000,0.644334,0.005773,0.349893
237.4000,0.644451,0.005773,0.349775
237.5000,0.644569,0.005773,0.349658
237.6000,0.644686,0.005773,0.349541
237.7000,0.644803,0.005773,0.349424
237.8000,0.644920,0.005773,0.349307
237.9000,0.645037,0.005773,0.349190
238.0000,0.645154,0.005773,0.349073
238.1000,0.645271,0.005773,0.348957
238.2000,0.645387,0.005773,0.348840
238.3000,0.645504,0.005773,0.348723
238.4000,0.645621,0.005773,0.348606
238.5000,0.645737,0.005773,0.348490
238.6000,0.645854,0.005773,0.348373
238.7000,0.645970,0.005773,0.348257
238.8000,0.646086,0.005773,0.348141
238.9000,0.646203,0.005773,0.348024
239.0000,0.646319,0.005773,0.347908
239.1000,0.646435,0.005773,0.347792
239.2000,0.646551,0.005774,0.347676
239.3000,0.646667,0.005774,0.347559
239.4000,0.646783,0.005774,0.347443
239.5000,0.646899,0.005774,0.347327
239.6000,0.647014,0.005774,0.347211
239.7000,0.647130,0.005774,0.347096
239.8000,0.647246,0.005774,0.346980
239.9000,0.647361,0.005775,0.346864
240.0000,0.647477,0.005775,0.346748
240.1000,0.647592,0.005775,0.346633
240.2000,0.647708,0.005775,0.346517
240.3000,0.647823,0.005775,0.346402
240.4000,0.647938,0.005776,0.346286
240.5000,0.648053,0.005776,0.346171
240.6000,0.648168,0.005776,0.346056
240.7000,0.648283,0.005776,0.345940
240.8000,0.648398,0.005777,0.345825
240.9000,0.648513,0.005777,0.345710
241.0000,0.648628,0.005777,0.345595
241.1000,0.648743,0.005778,0.345480
241.2000,0.648857,0.005778,0.345365
241.3000,0.648972,0.005778,0.345250
241.4000,0.649086,0.005779,0.345135
241.5000,0.649201,0.005779,0.345020
241.6000,0.649315,0.005779,0.344906
241.7000,0.649429,0.005780,0.344791
241.8000,0.649544,0.005780,0.344676
241.9000,0.649658,0.005781,0.344562
242.0000,0.649772,0.005781,0.344447
242.1000,0.649886,0.005781,0.344333
242.2000,0.650000,0.005782,0.344219
242.3000,0.650114,0.005782,0.344104
242.4000,0.650227,0.005783,0.343990
242.5000,0.650341,0.005783,0.343876
242.6000,0.650455,0.005784,0.343762
242.7000,0.650568,0.005784,0.343648
242.8000,0.650682,0.005785,0.343534
242.9000,0.650795,0.005785,0.343420
243.0000,0.650909,0.005786,0.343306
243.1000,0.651022,0.005786,0.343192
243.2000,0.651135,0.005787,0.343078
243.3000,0.651248,0.005787,0.342965
243.4000,0.651361,0.005788,0.342851
243.5000,0.651474,0.005788,0.342738
243.6000,0.651587,0.005789,0.342624
243.7000,0.651700,0.005789,0.342511
243.8000,0.651813,0.005790,0.342397
243.9000,0.651925,0.005791,0.342284
244.0000,0.652038,0.005791,0.342171
244.1000,0.652151,0.005792,0.342058
244.2000,0.652263,0.005792,0.341944
244.3000,0.652376,0.005793,0.341831
244.4000,0.652488,0.005794,0.341718
244.5000,0.652600,0.005794,0.341606
244.6000,0.652712,0.005795,0.341493
244.7000,0.652824,0.005796,0.341380
244.8000,0.652936,0.005796,0.341267
244.9000,0.653048,0.005797,0.341154
245.0000,0.653160,0.005798,0.341042
245.1000,0.653272,0.005798,0.340929
245.2000,0.653384,0.005799,0.340817
245.3000,0.653496,0.005800,0.340704
245.4000,0.653607,0.005801,0.340592
245.5000,0.653719,0.005801,0.340480
245.6000,0.653830,0.005802,0.340368
245.7000,0.653942,0.005803,0.340255
245.8000,0.654053,0.005804,0.340143
245.9000,0.654164,0.005805,0.340031
246.0000,0.654275,0.005805,0.339919
246.1000,0.654386,0.005806,0.339807
246.2000,0.654497,0.005807,0.339696
246.3000,0.654608,0.005808,0.339584
246.4000,0.654719,0.005809,0.339472
246.5000,0.654830,0.005810,0.339360
246.6000,0.654941,0.005810,0.339249
246.7000,0.655051,0.005811,0.339137
246.8000,0.655162,0.005812,0.339026
246.9000,0.655272,0.005813,0.338914
247.0000,0.655383,0.005814,0.338803
247.1000,0.655493,0.005815,0.338692
247.2000,0.655603,0.005816,0.338581
247.3000,0.655714,0.005817,0.338470
247.4000,0.655824,0.005818,0.338358
247.5000,0.655934,0.005819,0.338247
247.6000,0.656044,0.005820,0.338137
247.7000,0.656154,0.005821,0.338026
247.8000,0.656263,0.005822,0.337915
247.9000,0.656373,0.005823,0.337804
248.0000,0.656483,0.005824,0.337693
248.1000,0.656592,0.005825,0.337583
248.2000,0.656702,0.005826,0.337472
248.3000,0.656811,0.005827,0.337362
248.4000,0.656921,0.005828,0.337251
248.5000,0.657030,0.005829,0.337141
248.6000,0.657139,0.005830,0.337031
248.7000,0.657248,0.005831,0.336921
248.8000,0.657357,0.005832,0.336810
248.9000,0.657466,0.005833,0.336700
249.0000,0.657575,0.005834,0.336590
249.1000,0.657684,0.005836,0.336480
249.2000,0.657793,0.005837,0.336370
249.3000,0.657902,0.005838,0.336261
249.4000,0.658010,0.005839,0.336151
249.5000,0.658119,0.005840,0.336041
249.6000,0.658227,0.005841,0.335932
249.7000,0.658335,0.005842,0.335822
249.8000,0.658444,0.005844,0.335713
249.9000,0.658552,0.005845,0.335603
250.0000,0.658660,0.005846,0.335494
250.1000,0.658768,0.005847,0.335385
250.2000,0.658876,0.005849,0.335275
250.3000,0.658984,0.005850,0.335166
250.4000,0.659092,0.005851,0.335057
250.5000,0.659200,0.005852,0.334948
250.6000,0.659307,0.005854,0.334839
250.7000,0.659415,0.005855,0.334730
250.8000,0.659522,0.005856,0.334621
250.9000,0.659630,0.005857,0.334513
251.0000,0.659737,0.005859,0.334404
251.1000,0.659845,0.005860,0.334295
251.2000,0.659952,0.005861,0.334187
251.3000,0.660059,0.005863,0.334078
251.4000,0.660166,0.005864,0.333970
251.5000,0.660273,0.005865,0.333862
251.6000,0.660380,0.005867,0.333753
251.7000,0.660487,0.005868,0.333645
251.8000,0.660593,0.005870,0.333537
251.9000,0.660700,0.005871,0.333429
252.0000,0.660807,0.005872,0.333321
252.1000,0.660913,0.005874,0.333213
252.2000,0.661020,0.005875,0.333105
252.3000,0.661126,0.005877,0.332997
252.4000,0.661232,0.005878,0.332890
252.5000,0.661338,0.005880,0.332782
252.6000,0.661445,0.005881,0.332674
252.7000,0.661551,0.005883,0.332567
252.8000,0.661657,0.005884,0.332459
252.9000,0.661762,0.005886,0.332352
253.0000,0.661868,0.005887,0.332245
253.1000,0.661974,0.005889,0.332137
253.2000,0.662080,0.005890,0.332030
253.3000,0.662185,0.005892,0.331923
253.4000,0.662291,0.005893,0.331816
253.5000,0.662396,0.005895,0.331709
253.6000,0.662501,0.005896,0.331602
253.7000,0.662607,0.005898,0.331495
253.8000,0.662712,0.005900,0.331389
253.9000,0.662817,0.005901,0.331282
254.0000,0.662922,0.005903,0.331175
254.1000,0.663027,0.005904,0.331069
254.2000,0.663132,0.005906,0.330962
254.3000,0.663237,0.005908,0.330856
254.4000,0.663341,0.005909,0.330749
254.5000,0.663446,0.005911,0.330643
254.6000,0.663550,0.005913,0.330537
254.7000,0.663655,0.005914,0.330431
254.8000,0.663759,0.005916,0.330325
254.9000,0.663864,0.005918,0.330219
255.0000,0.663968,0.005920,0.330113
255.1000,0.664072,0.005921,0.330007
255.2000,0.664176,0.005923,0.329901
255.3000,0.664280,0.005925,0.329795
255.4000,0.664384,0.005927,0.329690
255.5000,0.664488,0.005928,0.329584
255.6000,0.664591,0.005930,0.329479
255.7000,0.664695,0.005932,0.329373
255.8000,0.664799,0.005934,0.329268
255.9000,0.664902,0.005935,0.329163
256.0000,0.665005,0.005937,0.329057
256.1000,0.665109,0.005939,0.328952
256.2000,0.665212,0.005941,0.328847
256.3000,0.665315,0.005943,0.328742
256.4000,0.665418,0.005945,0.328637
256.5000,0.665521,0.005946,0.328532
256.6000,0.665624,0.005948,0.328427
256.7000,0.665727,0.005950,0.328323
256.8000,0.665830,0.005952,0.328218
256.9000,0.665933,0.005954,0.328113
257.0000,0.666035,0.005956,0.328009
257.1000,0.666138,0.005958,0.327904
257.2000,0.666240,0.005960,0.327800
257.3000,0.666342,0.005962,0.327696
257.4000,0.666445,0.005964,0.327592
257.5000,0.666547,0.005966,0.327487
257.6000,0.666649,0.005968,0.327383
257.7000,0.666751,0.005970,0.327279
257.8000,0.666853,0.005972,0.327175
257.9000,0.666955,0.005974,0.327071
258.0000,0.667057,0.005976,0.326968
258.1000,0.667158,0.005978,0.326864
258.2000,0.667260,0.005980,0.326760
258.3000,0.667361,0.005982,0.326657
258.4000,0.667463,0.005984,0.326553
258.5000,0.667564,0.005986,0.326450
258.6000,0.667666,0.005988,0.326346
258.7000,0.667767,0.005990,0.326243
258.8000,0.667868,0.005992,0.326140
258.9000,0.667969,0.005994,0.326037
259.0000,0.668070,0.005996,0.325934
259.1000,0.668171,0.005999,0.325831
259.2000,0.668272,0.006001,0.325728
259.3000,0.668372,0.006003,0.325625
259.4000,0.668473,0.006005,0.325522
259.5000,0.668573,0.006007,0.325419
259.6000,0.668674,0.006009,0.325317
259.7000,0.668774,0.006012,0.325214
259.8000,0.668875,0.006014,0.325112
259.9000,0.668975,0.006016,0.325009
260.0000,0.669075,0.006018,0.324907
260.1000,0.669175,0.006020,0.324805
260.2000,0.669275,0.006023,0.324702
260.3000,0.669375,0.006025,0.324600
260.4000,0.669475,0.006027,0.324498
260.5000,0.669574,0.006029,0.324396
260.6000,0.669674,0.006032,0.324294
260.7000,0.669773,0.006034,0.324193
260.8000,0.669873,0.006036,0.324091
260.9000,0.669972,0.006039,0.323989
261.0000,0.670072,0.006041,0.323888
261.1000,0.670171,0.006043,0.323786
261.2000,0.670270,0.006046,0.323685
261.3000,0.670369,0.006048,0.323583
261.4000,0.670468,0.006050,0.323482
261.5000,0.670567,0.006053,0.323381
261.6000,0.670665,0.006055,0.323279
261.7000,0.670764,0.006057,0.323178
261.8000,0.670863,0.006060,0.323077
261.9000,0.670961,0.006062,0.322976
262.0000,0.671060,0.006065,0.322876
262.1000,0.671158,0.006067,0.322775
262.2000,0.671256,0.006070,0.322674
262.3000,0.671355,0.006072,0.322573
262.4000,0.671453,0.006075,0.322473
262.5000,0.671551,0.006077,0.322372
262.6000,0.671649,0.006079,0.322272
262.7000,0.671746,0.006082,0.322172
262.8000,0.671844,0.006084,0.322071
262.9000,0.671942,0.006087,0.321971
263.0000,0.672039,0.006090,0.321871
263.1000,0.672137,0.006092,0.321771
263.2000,0.672234,0.006095,0.321671
263.3000,0.672332,0.006097,0.321571
263.4000,0.672429,0.006100,0.321471
263.5000,0.672526,0.006102,0.321372
263.6000,0.672623,0.006105,0.321272
263.7000,0.672720,0.006108,0.321172
263.8000,0.672817,0.006110,0.321073
263.9000,0.672914,0.006113,0.320973
264.0000,0.673011,0.006115,0.320874
264.1000,0.673107,0.006118,0.320775
264.2000,0.673204,0.006121,0.320675
264.3000,0.673300,0.006123,0.320576
264.4000,0.673397,0.006126,0.320477
264.5000,0.673493,0.006129,0.320378
264.6000,0.673589,0.006131,0.320279
264.7000,0.673685,0.006134,0.320181
264.8000,0.673781,0.006137,0.320082
264.9000,0.673877,0.006139,0.319983
265.0000,0.673973,0.006142,0.319885
265.1000,0.674069,0.006145,0.319786
265.2000,0.674165,0.006148,0.319688
265.3000,0.674260,0.006150,0.319589
265.4000,0.674356,0.006153,0.319491
265.5000,0.674451,0.006156,0.319393
265.6000,0.674547,0.006159,0.319295
265.7000,0.674642,0.006162,0.319197
265.8000,0.674737,0.006164,0.319099
265.9000,0.674832,0.006167,0.319001
266.0000,0.674927,0.006170,0.318903
266.1000,0.675022,0.006173,0.318805
266.2000,0.675117,0.006176,0.318707
266.3000,0.675211,0.006179,0.318610
266.4000,0.675306,0.006182,0.318512
266.5000,0.675401,0.006184,0.318415
266.6000,0.675495,0.006187,0.318317
266.7000,0.675590,0.006190,0.318220
266.8000,0.675684,0.006193,0.318123
266.9000,0.675778,0.006196,0.318026
267.0000,0.675872,0.006199,0.317929
267.1000,0.675966,0.006202,0.317832
267.2000,0.676060,0.006205,0.317735
267.3000,0.676154,0.006208,0.317638
267.4000,0.676248,0.006211,0.317541
267.5000,0.676341,0.006214,0.317445
267.6000,0.676435,0.006217,0.317348
267.7000,0.676528,0.006220,0.317252
267.8000,0.676622,0.006223,0.317155
267.9000,0.676715,0.006226,0.317059
268.0000,0.676808,0.006229,0.316963
268.1000,0.676901,0.006232,0.316866
268.2000,0.676995,0.006235,0.316770
268.3000,0.677088,0.006238,0.316674
268.4000,0.677180,0.006241,0.316578
268.5000,0.677273,0.006244,0.316482
268.6000,0.677366,0.006248,0.316387
268.7000,0.677458,0.006251,0.316291
268.8000,0.677551,0.006254,0.316195
268.9000,0.677643,0.006257,0.316100
269.0000,0.677736,0.006260,0.316004
269.1000,0.677828,0.006263,0.315909
269.2000,0.677920,0.006266,0.315814
269.3000,0.678012,0.006270,0.315718
